initialCost;totalEstFee
800000.00;8453.50
65000.00;883.00
22000.00;440.10
32000.00;269.05
6500.00;285.60
0.00;180.00
6000.00;245.30
2000.00;225.00
28000.00;501.90
0.00;170.00
0.00;160.00
0.00;100.00
9000.00;306.20
99000.00;1233.20
10000.00;316.50
15000.00;368.00
75000.00;986.00
15500.00;186.65
0.00;750.00
90000.00;1140.50
313800.00;3447.70
350000.00;3818.50
208080.00;2366.20
138220.00;1645.20
52500.00;759.40
0.00;200.00
0.00;200.00
7250.00;295.90
38000.00;604.90
9000.00;306.20
200120.00;2283.80
0.00;0.00
0.00;163.00
0.00;210.00
33000.00;553.40
99000.00;1233.20
470000.00;5054.50
0.00;180.00
5000.00;265.00
0.00;200.00
150000.00;1758.50
8400.00;150.60
913000.00;9617.40
20000.00;419.50
1000.00;225.00
15000.00;368.00
0.00;160.00
0.00;160.00
10000.00;316.50
2000.00;225.00
176000.00;1010.65
76850.00;1006.60
45000.00;677.00
105000.00;760.84
0.00;210.00
0.00;733.28
0.00;160.00
0.00;160.00
0.00;640.00
0.00;248.00
123500.00;1490.70
80115.00;521.40
260000.00;2891.50
5800.00;245.30
402680.00;4364.40
1000.00;225.00
93000.00;1171.40
80000.00;840.45
59360.00;413.25
0.00;160.00
3500.00;245.00
19360.00;419.50
0.00;170.00
3000.00;195.00
60000.00;831.50
0.00;0.00
0.00;160.00
328000.00;3591.90
10000.00;316.50
12000.00;307.10
90000.00;1300.50
9000.00;306.20
7100.00;265.90
40000.00;625.50
1408000.00;14715.90
7700.00;295.90
7300.00;295.90
0.00;200.00
2500.00;225.00
83899.00;1078.70
25000.00;471.00
358000.00;3900.90
15500.00;378.30
130800.00;1562.80
617500.00;6578.90
0.00;160.00
37250.00;299.95
21000.00;212.40
0.00;160.00
0.00;160.00
5000.00;130.00
51885.00;372.05
21000.00;252.40
10000.00;286.50
25000.00;273.00
125000.00;748.00
11000.00;326.80
100.00;195.00
3000.00;225.00
14000.00;357.70
55100.00;790.30
205000.00;2325.00
133830.00;1593.70
138000.00;1634.90
295000.00;3252.00
75000.00;986.00
27000.00;491.60
0.00;160.00
20000.00;419.50
152720.00;1789.40
0.00;200.00
0.00;160.00
10000.00;316.50
0.00;200.00
50000.00;728.50
15000.00;338.00
6000.00;275.30
0.00;200.00
0.00;160.00
75000.00;986.00
146580.00;861.30
0.00;160.00
150000.00;1758.50
28800.00;512.20
15000.00;368.00
91800.00;1161.10
6000.00;245.30
7500.00;265.90
0.00;1200.00
43360.00;330.85
22000.00;440.10
20000.00;419.50
15000.00;181.50
8300.00;306.20
137000.00;809.80
113626.00;1387.70
10000.00;286.50
20000.00;207.25
50000.00;728.50
41400.00;646.10
79100.00;516.25
0.00;0.00
25000.00;471.00
0.00;680.00
89750.00;594.15
4920.00;130.00
0.00;971.84
322500.00;3540.40
1000.00;225.00
45000.00;677.00
50000.00;361.75
221300.00;2500.10
211000.00;2386.80
16000.00;186.65
197000.00;2242.60
40996.00;635.80
335000.00;3664.00
0.00;160.00
30000.00;522.50
654300.00;7120.00
33500.00;563.70
51102.00;372.05
0.00;700.52
6600.00;285.60
69300.00;934.50
0.00;485.00
3000.00;225.00
30000.00;522.50
105000.00;1295.00
0.00;320.00
3000.00;225.00
300000.00;3303.50
8800.00;276.20
5000.00;170.00
2000.00;195.00
0.00;160.00
15000.00;368.00
38500.00;615.20
30000.00;522.50
50000.00;698.50
13200.00;327.70
138220.00;1645.20
0.00;1280.00
1000.00;225.00
25000.00;471.00
0.00;250.00
210000.00;2376.50
43500.00;666.70
1000.00;225.00
1.00;280.00
9000.00;306.20
0.00;200.00
161000.00;1871.80
0.00;0.00
846300.00;8992.60
150500.00;1768.80
141250.00;1731.10
1000.00;130.00
74565.00;490.50
135700.00;1614.30
200000.00;2273.50
99000.00;1393.20
0.00;160.00
50500.00;366.90
4000.00;245.00
20000.00;419.50
117000.00;1418.60
99000.00;1233.20
0.00;160.00
25000.00;526.00
87500.00;557.45
275000.00;3046.00
42668.00;656.40
8250.00;306.20
51500.00;372.05
32000.00;598.10
4600.00;235.00
7000.00;285.60
161280.00;1248.95
47000.00;697.60
35000.00;284.50
42000.00;646.10
122000.00;732.55
8800.00;306.20
3000.00;225.00
3000.00;225.00
40000.00;625.50
2000.00;130.00
0.00;260.00
77000.00;976.60
19700.00;419.50
0.00;160.00
0.00;260.00
209160.00;1524.91
3900.00;245.00
5053473.00;52269.70
24500.00;233.00
75000.00;986.00
3000.00;225.00
57200.00;810.90
30000.00;404.47
27500.00;501.90
0.00;0.00
67500.00;913.90
25000.00;471.00
327293.00;3591.90
10.00;225.00
0.00;170.00
44815.00;837.00
65000.00;883.00
6000.00;275.30
8500.00;150.60
1000.00;195.00
69222.00;934.50
10000.00;316.50
13000.00;347.40
63600.00;872.70
30000.00;258.75
26800.00;491.60
8500.00;150.60
1000.00;225.00
50000.00;728.50
275000.00;3101.00
2000.00;225.00
0.00;300.00
0.00;180.00
144995.00;1707.00
150000.00;1758.50
0.00;310.00
0.00;160.00
12000.00;337.10
0.00;170.00
0.00;0.00
105000.00;1295.00
114300.00;1398.00
1000.00;130.00
500000.00;5363.50
120000.00;1449.50
5000.00;130.00
0.00;450.00
201000.00;1179.40
150000.00;1758.50
0.00;200.00
52000.00;749.10
28000.00;248.45
3000.00;225.00
32928.00;274.20
140000.00;1710.50
1000.00;280.00
0.00;420.00
1000.00;225.00
0.00;160.00
80000.00;742.05
0.00;1344.00
42000.00;646.10
0.00;2368.00
907500.00;9565.90
0.00;0.00
0.00;310.00
20000.00;389.50
0.00;320.00
0.00;400.00
14500.00;181.50
0.00;160.00
117930.00;1428.90
0.00;0.00
0.00;210.00
0.00;100.00
0.00;240.00
6000.00;275.30
8000.00;295.90
29000.00;512.20
0.00;0.00
15000.00;368.00
45000.00;677.00
55000.00;910.00
0.00;160.00
6000.00;135.15
25000.00;471.00
0.00;220.00
44000.00;666.70
5730.00;275.30
195000.00;2382.00
150000.00;1003.15
7000.00;285.60
500000.00;5363.50
0.00;0.00
14550.00;368.00
75000.00;986.00
0.00;190.00
110000.00;670.75
6300.00;285.60
1000.00;225.00
0.00;200.00
48000.00;867.90
0.00;170.00
331060.00;3633.10
0.00;0.00
20000.00;419.50
0.00;160.00
100000.00;1243.50
0.00;240.00
46200.00;697.60
2530.00;195.00
12000.00;337.10
270000.00;2994.50
10000.00;316.50
28000.00;501.90
100000.00;1243.50
3000.00;225.00
130320.00;1562.80
35000.00;574.00
950000.00;9998.50
15000.00;368.00
65000.00;883.00
0.00;100.00
80000.00;1037.50
200000.00;2273.50
38000.00;504.59
0.00;160.00
0.00;0.00
40000.00;625.50
6000.00;275.30
19715.00;419.50
0.00;360.00
0.00;180.00
0.00;160.00
1000.00;225.00
15000.00;368.00
0.00;160.00
12000.00;166.05
3000.00;130.00
0.00;1803.72
520000.00;5729.50
2000.00;225.00
70000.00;1099.50
8325.00;306.20
48000.00;707.90
78000.00;986.90
20000.00;419.50
6000.00;275.30
0.00;830.00
205500.00;2335.30
0.00;0.00
0.00;160.00
25000.00;441.00
5000.00;265.00
0.00;310.00
0.00;160.00
12000.00;337.10
0.00;0.00
0.00;160.00
0.00;336.00
2050000.00;21328.50
160000.00;1861.50
15000.00;423.00
10500.00;326.80
0.00;0.00
442000.00;4766.10
10000.00;155.75
19715.00;419.50
1000.00;225.00
3000.00;225.00
0.00;230.00
0.00;1606.90
225000.00;2531.00
502000.00;5384.10
78000.00;1071.90
22610.00;450.40
40590.00;635.80
0.00;160.00
0.00;0.00
0.00;1596.24
20000.00;419.50
18000.00;398.90
159000.00;1851.20
0.00;280.00
0.00;160.00
100.00;280.00
3500.00;245.00
23510.00;460.70
0.00;160.00
22000.00;440.10
8500.00;150.60
35000.00;574.00
0.00;160.00
1000.00;280.00
5000.00;235.00
169800.00;1964.50
10000.00;316.50
0.00;160.00
535000.00;5724.00
0.00;420.00
0.00;260.00
1000.00;225.00
2000.00;195.00
228750.00;2572.20
0.00;100.00
174960.00;1986.00
0.00;160.00
0.00;160.00
3250.00;245.00
231000.00;2592.80
0.00;0.00
0.00;180.00
35000.00;544.00
0.00;160.00
7000.00;285.60
30000.00;682.50
25180.00;481.30
17000.00;388.60
0.00;160.00
0.00;160.00
0.00;2140.42
0.00;0.00
157350.00;1895.90
0.00;160.00
0.00;200.00
0.00;170.00
12375.00;347.40
14000.00;357.70
0.00;170.00
13800.00;357.70
0.00;873.44
8400.00;306.20
0.00;160.00
10000.00;155.75
3500.00;245.00
100000.00;1298.50
7970.00;162.49
66355.00;903.60
0.00;200.00
4194.00;235.00
14000.00;357.70
80000.00;1037.50
0.00;734.12
42000.00;646.10
19250.00;419.50
0.00;260.00
0.00;160.00
20000.00;419.50
15500.00;186.65
0.00;160.00
9200.00;316.50
59000.00;821.20
48000.00;707.90
5000.00;265.00
0.00;0.00
30000.00;522.50
0.00;160.00
1000.00;280.00
17000.00;388.60
0.00;220.00
25000.00;676.00
0.00;160.00
81100.00;1058.10
16000.00;378.30
1000.00;225.00
0.00;13296.50
0.00;160.00
0.00;230.00
0.00;160.00
0.00;180.00
0.00;160.00
0.00;160.00
455000.00;4900.00
40590.00;635.80
0.00;160.00
5000.00;265.00
0.00;160.00
23350.00;460.70
5000.00;265.00
3900.00;245.00
5000.00;265.00
29300.00;492.50
100.00;195.00
83000.00;1068.40
0.00;2292.00
0.00;170.00
325000.00;3561.00
60000.00;831.50
4000.00;245.00
416111.00;4508.60
15766.00;378.30
0.00;220.00
64300.00;883.00
30000.00;522.50
56250.00;800.60
0.00;190.00
29800.00;492.50
13000.00;347.40
0.00;757.04
300000.00;3303.50
0.00;160.00
3200.00;245.00
1.00;170.00
25000.00;471.00
57000.00;800.60
5000.00;265.00
6000.00;275.30
1028000.00;10801.90
0.00;193.00
31532.00;543.10
25400.00;641.30
95090.00;1202.30
24975.00;631.00
46000.00;341.15
3200.00;245.00
38000.00;604.90
194000.00;2211.70
21000.00;429.80
0.00;160.00
61200.00;495.71
20000.00;436.41
11000.00;326.80
46040.00;697.60
57000.00;557.80
156750.00;1830.60
15500.00;186.65
150000.00;1758.50
0.00;1120.00
38000.00;504.59
0.00;1482.00
1000.00;195.00
0.00;0.00
0.00;1120.00
172000.00;1985.10
1000.00;130.00
2700.00;225.00
25000.00;471.00
0.00;170.00
3000.00;225.00
34000.00;563.70
42500.00;656.40
87500.00;1119.90
0.00;160.00
86000.00;1099.30
76600.00;1006.60
243238.00;2726.70
17500.00;398.90
0.00;160.00
191000.00;1087.90
10800.00;326.80
0.00;420.00
0.00;420.00
50850.00;970.08
448000.00;4827.90
250000.00;1849.75
149600.00;1758.50
8500.00;306.20
31440.00;288.49
0.00;170.00
10000.00;316.50
500000.00;5363.50
24500.00;471.00
10000.00;316.50
161465.00;2042.10
92000.00;1321.10
5000.00;130.00
3000.00;130.00
2000.00;225.00
53000.00;759.40
0.00;170.00
58745.00;821.20
26100.00;461.60
48501.00;716.60
0.00;0.00
7500.00;265.90
0.00;170.00
263250.00;2932.70
32000.00;543.10
21000.00;212.40
30000.00;522.50
107500.00;1325.90
25000.00;471.00
27075.00;501.90
36000.00;584.30
80000.00;516.25
259540.00;2891.50
3000.00;195.00
0.00;200.00
5000.00;320.00
30000.00;258.75
159000.00;1851.20
8500.00;306.20
138500.00;820.10
0.00;170.00
3000.00;225.00
11000.00;326.80
3000.00;225.00
1000.00;225.00
27000.00;491.60
30000.00;258.75
35000.00;544.00
100.00;225.00
17138.00;398.90
4000.00;130.00
6000.00;275.30
120000.00;1449.50
1000.00;195.00
180000.00;1378.85
3000.00;225.00
123000.00;1480.40
127000.00;1521.60
9000.00;306.20
0.00;220.00
208000.00;2355.90
50000.00;728.50
0.00;160.00
13250.00;357.70
10000.00;163.67
50000.00;728.50
15035.00;378.30
35000.00;574.00
0.00;2392.00
0.00;160.00
165000.00;1913.00
1000.00;130.00
40000.00;625.50
13200.00;357.70
50000.00;361.75
4000.00;245.00
285000.00;3149.00
25000.00;471.00
403000.00;2219.70
65000.00;883.00
0.00;1672.00
0.00;160.00
0.00;160.00
482000.00;5178.10
1000.00;225.00
75000.00;986.00
30000.00;522.50
99500.00;1243.50
10000.00;316.50
100.00;130.00
20000.00;419.50
0.00;160.00
18750.00;409.20
45000.00;677.00
55000.00;427.50
5000.00;265.00
40000.00;625.50
1943435.00;20236.70
40680.00;635.80
24900.00;471.00
50000.00;728.50
37000.00;294.80
120000.00;1449.50
1000.00;195.00
3000.00;225.00
3000.00;225.00
1000.00;225.00
20000.00;419.50
20000.00;389.50
103600.00;639.85
0.00;0.00
3000.00;225.00
76645.00;1221.60
0.00;2000.00
0.00;440.00
15000.00;368.00
5000.00;265.00
0.00;0.00
0.00;160.00
100000.00;1243.50
37600.00;339.95
0.00;160.00
0.00;0.00
3000.00;225.00
0.00;291.88
60000.00;831.50
25500.00;481.30
58640.00;676.62
1010000.00;10616.50
7250.00;295.90
4500.00;265.00
35000.00;704.00
0.00;190.00
55000.00;780.00
130000.00;1552.50
1500.00;130.00
800000.00;8453.50
34000.00;563.70
220000.00;2479.50
23985.00;460.70
152500.00;1112.08
0.00;244.00
0.00;160.00
4000.00;245.00
235750.00;2644.30
47000.00;346.30
0.00;160.00
0.00;440.00
3000.00;225.00
355000.00;3870.00
0.00;190.00
0.00;0.00
0.00;160.00
5000.00;265.00
70000.00;934.50
8100.00;150.60
0.00;230.00
15000.00;181.50
60000.00;831.50
35250.00;584.30
3000.00;225.00
3000.00;225.00
0.00;160.00
100000.00;1243.50
3000.00;225.00
25000.00;471.00
4458600.00;46141.20
200000.00;2273.50
540000.00;5775.50
0.00;220.00
114980.00;1398.00
50000.00;728.50
25000.00;471.00
577550.00;6166.90
30000.00;522.50
1000.00;280.00
0.00;420.00
173600.00;1357.19
9500.00;286.50
3000.00;225.00
0.00;170.00
0.00;310.00
0.00;170.00
5000.00;265.00
18000.00;398.90
1.00;130.00
1.00;130.00
0.00;160.00
70000.00;934.50
1000.00;280.00
143750.00;1149.17
50000.00;728.50
35000.00;574.00
523100.00;5610.70
0.00;160.00
28000.00;501.90
0.00;240.00
24750.00;471.00
30000.00;652.50
10000.00;316.50
100000.00;1243.50
52832.00;759.40
100.00;280.00
0.00;160.00
27070.00;501.90
0.00;0.00
0.00;320.00
4928000.00;50971.90
0.00;160.00
40000.00;625.50
203000.00;2304.40
2000.00;225.00
46000.00;687.30
3000.00;225.00
3000.00;225.00
82500.00;1068.40
62630.00;1022.40
1083830.00;11378.70
4000.00;245.00
2500.00;225.00
0.00;210.00
0.00;0.00
51600.00;749.10
5000.00;265.00
0.00;100.00
25000.00;471.00
71000.00;944.80
12000.00;337.10
113300.00;1387.70
40000.00;625.50
32000.00;543.10
2101000.00;21853.80
132000.00;1573.10
0.00;240.00
72360.00;480.20
117900.00;1428.90
0.00;280.00
217549.00;2458.90
140000.00;1655.50
368000.00;4003.90
0.00;210.00
150000.00;1758.50
4700000.00;48623.50
42500.00;656.40
114000.00;1547.70
299000.00;3293.20
250000.00;2788.50
0.00;210.00
76000.00;996.30
0.00;170.00
5000.00;265.00
2000.00;225.00
0.00;0.00
0.00;760.00
145000.00;975.00
257000.00;2860.60
43738.00;666.70
0.00;410.00
153000.00;1789.40
3000.00;225.00
10000.00;316.50
241593.00;2706.10
54000.00;769.70
100000.00;642.17
4500.00;265.00
10000.00;316.50
46000.00;687.30
13500.00;357.70
0.00;794.72
20000.00;419.50
28980.00;512.20
15000.00;368.00
173900.00;2944.18
1000.00;225.00
6000.00;275.30
44300.00;365.28
2000.00;225.00
0.00;4292.70
0.00;0.00
50000.00;728.50
0.00;0.00
33600.00;563.70
0.00;160.00
0.00;320.00
3000.00;225.00
17500.00;398.90
5000.00;320.00
183443.00;2108.70
214000.00;2417.70
23645.00;460.70
0.00;0.00
0.00;404.04
1000.00;225.00
0.00;250.00
0.00;170.00
0.00;630.00
0.00;160.00
0.00;170.00
4660.00;235.00
15000.00;181.50
5000.00;265.00
25000.00;471.00
100.00;170.00
462174.00;4982.40
35000.00;574.00
0.00;0.00
0.00;0.00
0.00;160.00
0.00;160.00
100.00;130.00
50000.00;728.50
1000.00;225.00
77176.00;1016.90
6058.00;255.60
0.00;290.00
26000.00;481.30
0.00;0.00
12000.00;337.10
159750.00;1861.50
10000.00;155.75
3000.00;225.00
0.00;794.72
40019.00;635.80
69300.00;934.50
630000.00;6757.50
4000.00;130.00
9000.00;150.60
297200.00;3282.90
0.00;0.00
153000.00;1789.40
191500.00;2191.10
1000.00;130.00
85000.00;1089.00
71000.00;944.80
200.00;225.00
1728467.00;18022.20
38500.00;615.20
72000.00;955.10
21750.00;440.10
0.00;160.00
0.00;680.00
100000.00;1243.50
61000.00;841.80
40000.00;625.50
175000.00;1005.50
70000.00;1139.50
124000.00;1868.10
100.00;280.00
966000.00;10163.30
200.00;225.00
31000.00;532.80
1000.00;225.00
0.00;0.00
134065.00;1604.00
59000.00;821.20
14200.00;368.00
0.00;880.00
150000.00;1758.50
500000.00;5363.50
18000.00;398.90
60000.00;831.50
0.00;420.00
0.00;420.00
0.00;550.00
1000.00;225.00
10000.00;446.50
38000.00;299.95
32500.00;553.40
80000.00;1037.50
95000.00;1192.00
145000.00;1707.00
105000.00;1295.00
4000.00;130.00
5000.00;265.00
15000.00;368.00
51500.00;372.05
50000.00;888.50
0.00;160.00
250000.00;2788.50
25000.00;471.00
47000.00;697.60
123000.00;1480.40
10000.00;316.50
26500.00;491.60
89917.00;1140.50
201500.00;2294.10
0.00;0.00
15000.00;338.00
0.00;160.00
0.00;200.00
0.00;160.00
63600.00;872.70
117000.00;746.80
8400.00;306.20
1800000.00;18753.50
0.00;100.00
1.00;280.00
100000.00;1243.50
3000.00;225.00
318600.00;3499.20
100000.00;1243.50
24000.00;460.70
409912.00;5715.94
54248.00;780.00
296515.00;3272.60
1000.00;195.00
225000.00;2531.00
55000.00;780.00
40000.00;785.50
9000.00;306.20
150000.00;1758.50
33900.00;563.70
50000.00;728.50
25440.00;641.30
15000.00;368.00
3000.00;225.00
50000.00;728.50
260000.00;2891.50
0.00;0.00
31000.00;263.90
47775.00;707.90
9000.00;306.20
35000.00;574.00
27000.00;491.60
1000.00;195.00
40000.00;940.50
40000.00;670.25
10000.00;155.75
0.00;1918.54
15000.00;368.00
114587.00;868.50
5000.00;265.00
194540.00;1312.66
27600.00;501.90
15000.00;368.00
1000.00;225.00
0.00;160.00
40000.00;680.50
575000.00;6136.00
0.00;280.00
15000.00;528.00
0.00;170.00
50000.00;728.50
12250.00;347.40
50000.00;728.50
1000.00;225.00
40000.00;350.25
45000.00;336.00
4000.00;245.00
4500.00;130.00
747451.00;7917.90
190000.00;2170.50
0.00;220.00
40000.00;470.25
70000.00;934.50
89320.00;1140.50
100.00;280.00
0.00;160.00
81600.00;1058.10
20000.00;419.50
3000.00;225.00
50000.00;783.50
25407.00;481.30
62700.00;862.40
100000.00;1243.50
50000.00;728.50
0.00;3367.00
0.00;160.00
106200.00;1315.60
6000.00;275.30
44000.00;849.84
0.00;773.24
3000.00;225.00
109000.00;844.92
1000.00;225.00
5000.00;265.00
0.00;400.00
0.00;240.00
17000.00;388.60
17500.00;398.90
0.00;190.00
23645.00;460.70
8000.00;295.90
2600.00;225.00
10000.00;316.50
50000.00;521.75
200000.00;2438.50
16000.00;378.30
0.00;0.00
0.00;160.00
13200.00;357.70
136100.00;1624.60
12000.00;166.05
134400.00;1819.00
30000.00;522.50
3000.00;225.00
0.00;160.00
125000.00;1501.00
83000.00;1068.40
65000.00;883.00
0.00;160.00
0.00;160.00
17500.00;398.90
0.00;220.00
3000.00;225.00
17640.00;196.95
0.00;160.00
15000.00;368.00
119000.00;1439.20
125000.00;1501.00
0.00;170.00
303300.00;3344.70
84000.00;1078.70
36250.00;294.80
150000.00;1758.50
0.00;0.00
0.00;420.00
0.00;220.00
11800.00;337.10
21000.00;429.80
198375.00;2423.20
42600.00;656.40
0.00;160.00
1750000.00;18238.50
0.00;0.00
34050.00;284.50
121500.00;1630.10
15000.00;368.00
7000.00;285.60
0.00;170.00
35250.00;584.30
0.00;4690.64
0.00;240.00
0.00;180.00
426594.00;4611.60
0.00;0.00
0.00;160.00
220000.00;2479.50
20000.00;419.50
120000.00;1449.50
238995.00;2835.20
0.00;180.00
0.00;160.00
45000.00;677.00
0.00;739.64
38000.00;604.90
46050.00;697.60
70875.00;469.90
328400.00;5186.00
35000.00;574.00
50000.00;728.50
150000.00;1758.50
16500.00;548.60
494760.00;5312.00
235750.00;1476.97
265100.00;2953.30
7800.00;295.90
0.00;160.00
241000.00;2695.80
315000.00;3428.00
35000.00;574.00
0.00;170.00
20000.00;419.50
1000.00;225.00
100.00;225.00
3000.00;225.00
15000.00;368.00
0.00;170.00
4800.00;265.00
5000.00;265.00
76000.00;996.30
27000.00;491.60
1000.00;225.00
0.00;0.00
22000.00;217.55
100800.00;664.40
1000.00;195.00
3000.00;225.00
0.00;160.00
200000.00;2433.50
30000.00;522.50
100000.00;1403.50
1500000.00;15663.50
6000.00;275.30
4000.00;245.00
0.00;310.00
20000.00;389.50
20000.00;389.50
20000.00;389.50
1000.00;225.00
100.00;225.00
41400.00;646.10
22000.00;440.10
657000.00;6980.60
0.00;2233.92
0.00;232.00
0.00;195.00
38500.00;305.10
8000.00;295.90
129500.00;1712.50
0.00;0.00
128316.00;1542.20
0.00;280.00
234000.00;2623.70
170000.00;1964.50
0.00;0.00
170000.00;1964.50
0.00;0.00
0.00;260.00
0.00;160.00
0.00;160.00
0.00;200.00
300000.00;3303.50
0.00;160.00
0.00;160.00
10000.00;316.50
40000.00;310.25
0.00;160.00
10000.00;316.50
0.00;170.00
2000000.00;20813.50
21500.00;440.10
1032500.00;10853.40
0.00;160.00
15000.00;368.00
0.00;160.00
10000.00;316.50
1009400.00;10616.50
30000.00;522.50
0.00;200.00
43500.00;666.70
58500.00;821.20
102000.00;1264.10
0.00;160.00
1858575.00;19361.20
5000.00;265.00
0.00;170.00
600000.00;6393.50
100.00;170.00
180000.00;2067.50
513002.00;5667.70
50000.00;943.50
15000.00;368.00
154050.00;1810.00
5000.00;265.00
95131.00;1202.30
84906.00;1089.00
65000.00;883.00
89000.00;562.60
36000.00;584.30
10000.00;286.50
104000.00;1444.70
16000.00;378.30
10000.00;316.50
10000.00;316.50
0.00;425.44
24000.00;460.70
5000.00;265.00
16000.00;378.30
65000.00;883.00
5000.00;265.00
0.00;160.00
25000.00;471.00
0.00;160.00
0.00;160.00
0.00;272.00
0.00;170.00
156500.00;2391.40
138902.00;1645.20
98940.00;1233.20
29000.00;512.20
20000.00;419.50
1000.00;225.00
187895.00;2149.90
0.00;425.44
15000.00;368.00
55000.00;750.00
72000.00;955.10
0.00;160.00
0.00;230.00
0.00;160.00
180175.00;2077.80
100.00;280.00
100.00;170.00
136523.00;1784.60
8000.00;295.90
0.00;585.44
50000.00;728.50
5000.00;265.00
8000.00;295.90
4000.00;215.00
20000.00;419.50
3000.00;225.00
22000.00;440.10
20978.00;429.80
0.00;425.44
300000.00;2310.33
5500.00;275.30
19000.00;409.20
13195.00;176.35
9600.00;316.50
0.00;510.00
10000.00;316.50
0.00;160.00
0.00;160.00
5000.00;265.00
0.00;160.00
400000.00;4333.50
31000.00;280.58
333330.00;3653.70
20525.00;429.80
0.00;200.00
21500.00;440.10
36000.00;584.30
155000.00;1810.00
1000.00;130.00
120000.00;1449.50
22610.00;450.40
2000000.00;10404.25
153280.00;1126.15
35000.00;574.00
70500.00;944.80
259000.00;1438.10
12250.00;171.20
80000.00;1037.50
65000.00;883.00
35000.00;574.00
20000.00;419.50
50500.00;738.80
0.00;160.00
30000.00;289.35
0.00;270.00
380000.00;4342.50
240000.00;2185.77
35000.00;574.00
0.00;180.00
0.00;170.00
66000.00;893.30
0.00;420.00
74000.00;485.35
15000.00;368.00
95000.00;885.38
5300.00;275.30
0.00;196.56
34800.00;574.00
0.00;170.00
0.00;2549.94
1000.00;225.00
0.00;100.00
0.00;0.00
30000.00;682.50
2500.00;225.00
0.00;0.00
50000.00;728.50
0.00;0.00
1000.00;225.00
2800.00;225.00
0.00;3932.60
230000.00;2582.50
98000.00;1222.90
15000.00;368.00
38100.00;615.20
60000.00;831.50
0.00;160.00
0.00;192.84
10000.00;155.75
18277.00;409.20
400000.00;4333.50
130000.00;1552.50
35000.00;574.00
0.00;0.00
3000.00;225.00
25000.00;471.00
0.00;260.00
0.00;160.00
552518.00;5909.40
7500.00;295.90
124040.00;748.00
262000.00;2967.10
0.00;0.00
0.00;180.00
0.00;420.00
100000.00;1243.50
60000.00;831.50
0.00;170.00
224500.00;2531.00
38000.00;299.95
0.00;0.00
2600.00;225.00
133500.00;794.35
63000.00;1027.40
0.00;520.04
0.00;192.84
0.00;716.40
448000.00;4827.90
3000.00;225.00
19000.00;409.20
0.00;160.00
252000.00;2974.10
20000.00;419.50
2000.00;225.00
5500.00;275.30
90000.00;1140.50
5000.00;235.00
0.00;340.00
0.00;1230.40
0.00;0.00
1000.00;225.00
299680.00;3303.50
35110.00;584.30
24021.00;471.00
500000.00;6656.72
13650.00;357.70
0.00;160.00
40000.00;625.50
5000.00;265.00
